ref,state,constituency,img_link,won_status,votes,votes_percentage,name,party_name
2856,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUBRA-2024-7371.jpg,lost,471370,( -170922),SUBRAT PATHAK,Bharatiya Janata Party
2857,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/IMRAN-2024-7007.jpg,lost,81639,( -560653),IMRAN BIN ZAFAR,Bahujan Samaj Party
2858,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ALOKV-2024-7894.jpg,lost,4492,( -637800),ALOK VERMA,Rashtriya Shoshit Samaj Party
2859,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/LALIT-2024-7334.jpg,lost,3267,( -639025),LALIT KUMARI,Independent
2860,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SINOD-2024-8033.jpg,lost,1733,( -640559),SINOD KUMAR,Independent
2861,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAJKA-2024-7554.jpg,lost,1464,( -640828),RAJ KATHERIA,Independent
2862,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BHANU-2024-8451.jpg,lost,1432,( -640860),BHANU PRATAP SINGH DOHRE,Independent
2863,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHAIL-2024-7765.jpg,lost,1151,( -641141),SHAILENDRA KUMAR,Bharatiya Kisan Parivartan Party
2864,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/YADVE-2024-7206.jpg,lost,1062,( -641230),YADVENDRA KISHOR,Independent
2865,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUBHA-2024-8179.jpg,lost,801,( -641491),SUBHASH CHANDRA,All India Forward Bloc
2866,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUNIL-2024-7825.jpg,lost,739,( -641553),SUNIL,Bhartiya Shakti Chetna Party
2867,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PRAMO-2024-8517.jpg,lost,560,( -641732),PRAMOD KUMAR YADAV,Bhartiya Krishak Dal
2868,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PURUS-2024-8167.jpg,lost,543,( -641749),PURUSHOTTAM TIWARI,Independent
2869,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/IRFAN-2024-8015.jpg,lost,470,( -641822),IRFAN ALI,Independent
2870,Uttar Pradesh,Kannauj(42),img/nota.jpg,,4818,( -637474),NOTA,None of the Above
2871,Uttar Pradesh,Etawah(41),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/JITEN-2024-6055.jpg,won,490747,(+ 58419),JITENDRA KUMAR DOHARE,Samajwadi Party
2872,Uttar Pradesh,Etawah(41),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMSH-2024-6834.jpg,lost,432328,( -58419),DR RAM SHANKAR KATHERIA,Bharatiya Janata Party
2873,Uttar Pradesh,Etawah(41),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SARIK-2024-7998.jpg,lost,96541,( -394206),SARIKA SINGH BAGHEL,Bahujan Samaj Party
2874,Uttar Pradesh,Etawah(41),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUNIL-2024-7421.jpg,lost,2963,( -487784),SUNIL SHANKWAR ADVOCATE,Independent
2875,Uttar Pradesh,Etawah(41),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MULAY-2024-7448.jpg,lost,1708,( -489039),MULAYAM SINGH,Independent
2876,Uttar Pradesh,Etawah(41),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BHUVN-2024-7960.jpg,lost,1657,( -489090),BHUVNESH KUMARI,Samyak Party
2877,Uttar Pradesh,Etawah(41),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/VIVEK-2024-7441.jpg,lost,1574,( -489173),VIVEK RAJ,Janta Samajwadi Party (Vivek Raj)
2878,Uttar Pradesh,Etawah(41),img/nota.jpg,,6266,( -484481),NOTA,None of the Above
2879,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHIVP-2024-9589.jpg,won,441932,(+ 66206),SHIV PAL SINGH PATEL (DR. S P SINGH),Samajwadi Party
2880,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SANGA-2024-10190.jpg,lost,375726,( -66206),SANGAM LAL GUPTA,Bharatiya Janata Party
2881,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PRATH-2024-9604.jpg,lost,80144,( -361788),PRATHMESH MISHRA 'SENANI',Bahujan Samaj Party
2882,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUNDE-2024-9756.jpg,lost,5286,( -436646),SANDEEP SINGH,National Jan Dal
2883,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ARUNK-2024-11240.jpg,lost,4991,( -436941),ARUN KUMAR PANDEY,Hindustan Samaj Party
2884,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHIVR-2024-11406.jpg,lost,4711,( -437221),SHIV RAM SHARMA,Moulik Adhikar Party
2885,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/AMARS-2024-11144.jpg,lost,4138,( -437794),AMAR SINGH,Independent
2886,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUNIL-2024-9828.jpg,lost,3340,( -438592),SUNIL CHANDRA PAL,Rashtra Uday Party
2887,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/AJEET-2024-20240506030941.jpg,lost,2581,( -439351),AJEET PRATAP,Independent
2888,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/VIJAY-2024-11304.jpg,lost,2459,( -439473),VIJAY SINGH,Sanatan Sanskriti Raksha Dal
2889,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RISHI-2024-10902.jpg,lost,2429,( -439503),RISHI PATEL,Apna Dal (Kamerawadi)
2890,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MAHES-2024-10359.jpg,lost,1964,( -439968),MAHESH KUMAR PRAJAPATI,Samajhdar Party
2891,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DHANA-2024-10914.jpg,lost,1623,( -440309),DHANANJAY,Independent
2892,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/GEETA-2024-11190.jpg,lost,1594,( -440338),GEETA DEVI,Bhartiya Lokmat Rashtrwadi Party
2893,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMSI-2024-10211.jpg,lost,1327,( -440605),RAMSIDDH YADAV URF R.S.YADAV,Manavtawadi Samaj Party
2894,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUNIL-2024-11436.jpg,lost,1136,( -440796),SUNIL KUMAR MISHRA,Independent
2895,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHANK-2024-11313.jpg,lost,1129,( -440803),SHANKAR SUMAN TIVARI,Independent
2896,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DURGE-2024-11175.jpg,lost,1116,( -440816),DURGESH KUMAR,Rastriya Atal Janta Party
2897,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMKU-2024-9596.jpg,lost,1071,( -440861),RAM KUMAR YADAV,Socialist Unity Centre Of India (COMMUNIST)
2898,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHIVP-2024-11289.jpg,lost,1030,( -440902),SHIV PAL PATEL,Independent
2899,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DHARM-2024-11181.jpg,lost,993,( -440939),DHARMENDRA TIWARI,Log Party
2900,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/JOKHU-2024-9440.jpg,lost,971,( -440961),JOKHU PATEL,Sardar Patel Siddhant Party
2901,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHRAW-2024-10856.jpg,lost,851,( -441081),SHRAWAN KUMAR TRIPATHI,Independent
2902,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DHYAN-2024-11341.jpg,lost,678,( -441254),DHYAN SINGH,Independent
2903,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PRAMO-2024-11386.jpg,lost,674,( -441258),PRAMOD KUMAR,Independent
2904,Uttar Pradesh,Pratapgarh(39),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MOHRA-2024-11369.jpg,lost,503,( -441429),MOHRAM ALI,Independent
2905,Uttar Pradesh,Pratapgarh(39),img/nota.jpg,,2891,( -439041),NOTA,None of the Above
2906,Uttar Pradesh,Sultanpur(38),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMBH-2024-11032.jpg,won,444330,(+ 43174),RAMBHUAL NISHAD,Samajwadi Party
2907,Uttar Pradesh,Sultanpur(38),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MANEK-2024-9696.jpg,lost,401156,( -43174),MANEKA SANJAY GANDHI,Bharatiya Janata Party
2908,Uttar Pradesh,Sultanpur(38),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/UDRAJ-2024-10368.jpg,lost,163025,( -281305),UDRAJ VERMA,Bahujan Samaj Party
2909,Uttar Pradesh,Sultanpur(38),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ABDUL-2024-11522.jpg,lost,4297,( -440033),ABDUL MABOOD,Apna Desh Party
2910,Uttar Pradesh,Sultanpur(38),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MOHAM-2024-10388.jpg,lost,3387,( -440943),MOHAMMAD ASIF,Independent
2911,Uttar Pradesh,Sultanpur(38),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/UDAYR-2024-11565.jpg,lost,2909,( -441421),UDAYRAJ VERMA,Independent
2912,Uttar Pradesh,Sultanpur(38),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/GIRIS-2024-9705.jpg,lost,2311,( -442019),GIRISH LAL,Azad Party
2913,Uttar Pradesh,Sultanpur(38),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DRSHI-2024-11023.jpg,lost,2090,( -442240),DR SHIV SHANKAR INDIAN,Most Backward Classes Of India
2914,Uttar Pradesh,Sultanpur(38),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/JAYPR-2024-9512.jpg,lost,1369,( -442961),JAY PRAKASH,Sardar Patel Siddhant Party
2915,Uttar Pradesh,Sultanpur(38),img/nota.jpg,,8513,( -435817),NOTA,None of the Above
2916,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RKC-2024-20240504053417.jpg,won,667869,(+ 70292),R.K. CHAUDHARY,Samajwadi Party
2917,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KAUSH-2024-20240429031823.jpg,lost,597577,( -70292),KAUSHAL KISHORE,Bharatiya Janata Party
2918,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAJES-2024-20240504053232.jpg,lost,88461,( -579408),RAJESH KUMAR,Bahujan Samaj Party
2919,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MAHEN-2024-20240504053542.jpg,lost,2661,( -665208),MAHENDRA,Independent
2920,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUSHI-2024-9673.jpg,lost,2627,( -665242),SUSHIL KUMAR,Independent
2921,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMES-2024-20240504053455.jpg,lost,1841,( -666028),RAMESH KUMAR,Independent
2922,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUNIT-2024-10090.jpg,lost,1749,( -666120),SUNITA CHHEDA PASI,Aam Janta Party (India)
2923,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHYAM-2024-20240504054145.jpg,lost,1717,( -666152),S. L.SINGH,Peoples Party of India (Democratic)
2924,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BRIJE-2024-9354.jpg,lost,1655,( -666214),BRIJESH KUMAR VIKRAM,Rashtriya Samaj Paksha
2925,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/JITEN-2024-10469.jpg,lost,1414,( -666455),JITENDRA KUMAR,Independent
2926,Uttar Pradesh,Mohanlalganj(34),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SURAJ-2024-10092.jpg,lost,1015,( -666854),SURAJ KUMAR,Sardar Patel Siddhant Party
2927,Uttar Pradesh,Mohanlalganj(34),img/nota.jpg,,8866,( -659003),NOTA,None of the Above
2928,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ANAND-2024-7229.jpg,won,443743,(+ 4449),ANAND BHADAURIYA,Samajwadi Party
2929,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/REKHA-2024-7284.jpg,lost,439294,( -4449),REKHA VERMA,Bharatiya Janata Party
2930,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHYAM-2024-6855.jpg,lost,185474,( -258269),SHYAM KISHOR AWASTHI,Bahujan Samaj Party
2931,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/JANAR-2024-8389.jpg,lost,15900,( -427843),JANARDAN PRASAD,Communist Party of India
2932,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAJES-2024-6112.jpg,lost,5023,( -438720),RAJESH KUMAR,Political Justice Party
2933,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ASHUT-2024-7357.jpg,lost,3556,( -440187),ASHUTOSH PATHAK,Aam Janta Party (India)
2934,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUDES-2024-6955.jpg,lost,2814,( -440929),SUDESH KUMAR,Lok Jan Sangharsh Party
2935,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SAMRE-2024-8329.jpg,lost,2484,( -441259),SAMRENDRA KUMAR,Independent
2936,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/VIJAY-2024-8337.jpg,lost,2017,( -441726),VIJAY KUMAR TIWARI,Independent
2937,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KASIM-2024-7709.jpg,lost,1812,( -441931),KASIM ALI,Peace Party
2938,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SAKAS-2024-8431.jpg,lost,1296,( -442447),SAKASEN,Sardar Patel Siddhant Party
2939,Uttar Pradesh,Dhaurahra(29),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMNA-2024-7603.jpg,lost,1290,( -442453),RAM NARESH,Independent
2940,Uttar Pradesh,Dhaurahra(29),img/nota.jpg,,7144,( -436599),NOTA,None of the Above
2941,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/UTKAR-2024-20240422013328.jpg,won,557365,(+ 34329),UTKARSH VERMA  'MADHUR',Samajwadi Party
2942,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/AJAYK-2024-5203.jpg,lost,523036,( -34329),AJAY KUMAR,Bharatiya Janata Party
2943,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ANSHA-2024-7052.jpg,lost,110460,( -446905),ANSHAY KALRA,Bahujan Samaj Party
2944,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SANDH-2024-7677.jpg,lost,3096,( -554269),SANDHYA JAISWAL,Parivartan Samaj Party
2945,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SATEN-2024-8848.jpg,lost,2982,( -554383),SATENDRA KUMAR MAURYA,Independent
2946,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/OMNAT-2024-8922.jpg,lost,2300,( -555065),OM NATH SINGH,Rashtriya Shoshit Samaj Party
2947,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NARES-2024-20240429070518.jpg,lost,2111,( -555254),NARESH SINGH BHADAURIYA,Independent
2948,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MUKES-2024-8146.jpg,lost,1269,( -556096),MUKESH KUMAR  (BHARTI),Rashtriya Vikalp Party
2949,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KHANJ-2024-8894.jpg,lost,1019,( -556346),KHANJAN,Netaji Subhash Chander Bose Rashtriya Azad Party
2950,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DARWA-2024-8881.jpg,lost,936,( -556429),DARWARI URF  DARWARI LAL  CHAUHAN,Janta Kranti Party
2951,Uttar Pradesh,Kheri(28),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KMPA-2024-8939.jpg,lost,854,( -556511),KM. PANCHSHEELA ANAND,Uttar Pradesh Republican Party
2952,Uttar Pradesh,Kheri(28),img/nota.jpg,,7931,( -549434),NOTA,None of the Above
2953,Uttar Pradesh,Aonla(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NEERA-2024-4648.jpg,won,492515,(+ 15969),NEERAJ MAURYA,Samajwadi Party
2954,Uttar Pradesh,Aonla(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DHARM-2024-4442.jpg,lost,476546,( -15969),DHARMENDRA KASHYAP,Bharatiya Janata Party
2955,Uttar Pradesh,Aonla(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ABIDA-2024-5213.jpg,lost,95630,( -396885),ABID ALI,Bahujan Samaj Party
2956,Uttar Pradesh,Aonla(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KAUSA-2024-4722.jpg,lost,4213,( -488302),KAUSAR KHAN,Peace Party
2957,Uttar Pradesh,Aonla(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PREMP-2024-5301.jpg,lost,3330,( -489185),PREM PAL SAGAR,Vanchitsamaj Insaaf Party
2958,Uttar Pradesh,Aonla(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MAKKH-2024-5243.jpg,lost,2953,( -489562),MAKKHAN LAL,Independent
2959,Uttar Pradesh,Aonla(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAJKU-2024-4696.jpg,lost,2706,( -489809),RAJ KUMAR PATEL,Sardar Patel Siddhant Party
2960,Uttar Pradesh,Aonla(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MOHDA-2024-5681.jpg,lost,2355,( -490160),MOHAMMAD AMIR KHAN,Bharat Jodo Party
2961,Uttar Pradesh,Aonla(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NIRMO-2024-4708.jpg,lost,1790,( -490725),NIRMOD KUMAR SINGH,Bhartiya Shakti Chetna Party
2962,Uttar Pradesh,Aonla(24),img/nota.jpg,,6858,( -485657),NOTA,None of the Above
2963,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ADITY-2024-4592.jpg,won,501855,(+ 34991),ADITYA YADAV,Samajwadi Party
2964,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DURVI-2024-4406.jpg,lost,466864,( -34991),DURVIJAY SINGH SHAKYA,Bharatiya Janata Party
2965,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MUSLI-2024-20240422014705.jpg,lost,97751,( -404104),MUSLIM KHAN,Bahujan Samaj Party
2966,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SANDE-2024-6613.jpg,lost,3836,( -498019),SANDEEP KUMAR,Independent
2967,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DINES-2024-6521.jpg,lost,2674,( -499181),DINESH KUMAR,Independent
2968,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/LATAY-2024-4830.jpg,lost,2578,( -499277),LATA YADAV,Independent
2969,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NILAM-2024-20240422030921.jpg,lost,2438,( -499417),NILAM RANI PAL,Rashtriya Shoshit Samaj Party
2970,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMPR-2024-5476.jpg,lost,1543,( -500312),RAM PRATAP MAURYA,Independent
2971,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ISRAT-2024-6607.jpg,lost,1513,( -500342),ISRAT ALI,Independent
2972,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SULEM-2024-6500.jpg,lost,1240,( -500615),SULEMAN,Swaraj Bhartiya Nyay Party
2973,Uttar Pradesh,Badaun(23),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/HARIR-2024-6565.jpg,lost,910,( -500945),HARIRAJ SINGH URF SIPU YADAV,Log Party
2974,Uttar Pradesh,Badaun(23),img/nota.jpg,,8562,( -493293),NOTA,None of the Above
2975,Uttar Pradesh,Etah(22),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DEVES-2024-4835.jpg,won,475808,(+ 28052),DEVESH SHAKYA,Samajwadi Party
2976,Uttar Pradesh,Etah(22),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAJVE-2024-4538.jpg,lost,447756,( -28052),RAJVEER SINGH (RAJU BHAIYA),Bharatiya Janata Party
2977,Uttar Pradesh,Etah(22),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MOHAM-2024-5475.jpg,lost,71585,( -404223),MOHAMMAD IRFAN ADVOCATE,Bahujan Samaj Party
2978,Uttar Pradesh,Etah(22),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ANUPA-2024-6147.jpg,lost,3949,( -471859),ANUPAM KUMAR,Kisan Kranti Dal
2979,Uttar Pradesh,Etah(22),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KAILA-2024-5452.jpg,lost,1728,( -474080),KAILASH KUMAR,Independent
2980,Uttar Pradesh,Etah(22),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DANVE-2024-5343.jpg,lost,1265,( -474543),DANVEER,Independent
2981,Uttar Pradesh,Etah(22),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/UDAYV-2024-6166.jpg,lost,992,( -474816),UDAY VEER SINGH,Peoples Party of India (Democratic)
2982,Uttar Pradesh,Etah(22),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ASHOK-2024-5364.jpg,lost,780,( -475028),ASHOK KUMAR,Independent
2983,Uttar Pradesh,Etah(22),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/VIABH-2024-6125.jpg,lost,747,( -475061),VIABHAV MISHRA,Bhartiya Shakti Chetna Party
2984,Uttar Pradesh,Etah(22),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/AMARS-2024-5410.jpg,lost,615,( -475193),AMAR SINGH,Independent
2985,Uttar Pradesh,Etah(22),img/nota.jpg,,5156,( -470652),NOTA,None of the Above
2986,Uttar Pradesh,Mainpuri(21),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DIMPL-2024-4753.jpg,won,598526,(+ 221639),DIMPLE YADAV,Samajwadi Party
2987,Uttar Pradesh,Mainpuri(21),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/JAYVE-2024-20240415040548.jpg,lost,376887,( -221639),JAYVEER SINGH,Bharatiya Janata Party
2988,Uttar Pradesh,Mainpuri(21),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHIVP-2024-5244.jpg,lost,66814,( -531712),SHIV PRASAD YADAV,Bahujan Samaj Party
